sid,fqdn,rd,url,isPhishing
99fd206a55deb71c7ab1b3bc2edd716b,collabland-validate.firebaseapp.com,firebaseapp.com, "https://collabland-validate.firebaseapp.com" ,1
5c435c9b3a110cb91998284932f22c08,business-page-appeal-d87ad.web.app,web.app, "https://business-page-appeal-d87ad.web.app" ,1
57a841eb69f6cdbaabe5eb2126e1e977,mail-104370.weeblysite.com,weeblysite.com, "https://mail-104370.weeblysite.com" ,1
7bfea5dff803b9ba744a36dd41d6d1f9,service.sunmomo88.com,sunmomo88.com, "https://service.sunmomo88.com/login" ,1
3ed64ec9c1100afa69d338d1fc295d58,vu.renault.ma,renault.ma, "https://vu.renault.ma/trxm/login.html?session=SODbtPWNSOOZ523jBnG9gKsoRkSHEn0740HELasgeCZugRqodOfOWpl9AJsCyk&" ,1
f6d689044f0f3a6974d156baddfeda74,mail-104988.square.site,square.site, "https://mail-104988.square.site" ,1
ca8276857595f6b5bcd51237d5c9aa5d,c2171791.ferozo.com,ferozo.com, "http://c2171791.ferozo.com" ,1
f0488a57a62995241cb2d7c6dd6b1cc3,mail-105100.square.site,square.site, "https://mail-105100.square.site" ,1
631c85aac72a80440387be7ac5459265,sgbrsistemas.com.br,sgbrsistemas.com.br, "https://sgbrsistemas.com.br/well/fag/login?wells_id=8af2ba4c5ca30c69b8ed55184%5Cu0026country=%5Cu0026iso=" ,1
69113e33520ad8a884cff99cf2ae4339,mail-103837.weeblysite.com,weeblysite.com, "https://mail-103837.weeblysite.com" ,1
67a79657e2fff82021e0203ade38c3ea,www.olgon.net,olgon.net, "http://www.olgon.net/public/Z9IXj8c7sq58oMGiDP8nUhEgfMNRAWxv" ,1
98d388f2276338abbb6654dd6b21526d,poiun-164fb.firebaseapp.com,firebaseapp.com, "https://poiun-164fb.firebaseapp.com" ,1
60fdd567a1660532c085fed0624b6c6e,esautodealer.com,esautodealer.com, "http://esautodealer.com/9f3af3d/Wallet.html" ,1
03d5c0e8eb51ee8f99d6795c6baabfa0,yahoo-102860.weeblysite.com,weeblysite.com, "http://yahoo-102860.weeblysite.com" ,1
388c698b6eace23f33a59a9c6e2f8449,caitaliabloccocontratto.com,caitaliabloccocontratto.com, "http://caitaliabloccocontratto.com" ,1
8a84687e986d4e96b3d35b516e2a1a97,rackspace-accountsetup.web.app,web.app, "https://rackspace-accountsetup.web.app" ,1
fac0cf18b6ae5176dc047035905bb05b,ca026.shrubs.emptyisland.pics,emptyisland.pics, "https://ca026.shrubs.emptyisland.pics/subscribeEvent" ,0
a47e7d8f07b6eadc22d76b072475cd3a,mail-100306.square.site,square.site, "https://mail-100306.square.site" ,1
518f5791e47158e05dd8c3473cc7543a,puranlenatbiorea.tk,puranlenatbiorea.tk, "https://puranlenatbiorea.tk/ru/ozon" ,1
501a94a6699cc8795b150f6fe05b9226,mail-109860.weeblysite.com,weeblysite.com, "https://mail-109860.weeblysite.com" ,1
ca62e765abb5dabf3962efd3e0a91e1e,find.cupical.top,cupical.top, "https://find.cupical.top" ,1
8bd23ccbc04dc9d01a6d54ad823bb6f8,mail-100938.weeblysite.com,weeblysite.com, "https://mail-100938.weeblysite.com" ,1
bc8d9538359a3f80605c18200978a047,caitaliabloccocontratto.com,caitaliabloccocontratto.com, "https://caitaliabloccocontratto.com" ,1
311b25439c7c25c75c0825342793cda3,llyhugx.cluster028.hosting.ovh.net,ovh.net, "http://llyhugx.cluster028.hosting.ovh.net/DGFIP/dossier=9839822A/past3904903992003/remboursementAML/open_snrc/portail/service" ,1
32aa068de32ea876a0742e188146cc5c,clever-euler.34-27-34-50.plesk.page,plesk.page, "https://clever-euler.34-27-34-50.plesk.page/Fii/Nordpost/Nordpost_DK/manage" ,1
2f1a0ef5332e3887f6f431ad50ae89d3,dhl-de4937.scatgunssollo.ml,scatgunssollo.ml, "https://dhl-de4937.scatgunssollo.ml" ,1
4ea2845e5b39066501cf2044f82a3384,pansanus.vedesoft.com,vedesoft.com, "https://pansanus.vedesoft.com/it/persone-e-famiglie/index2.php" ,1
a5a1aa5cd7fc5cfa85dbda6adc906ee1,portalpersonas-bancochile.cl.sanhitaphotography.com,sanhitaphotography.com, "https://portalpersonas-bancochile.cl.sanhitaphotography.com/1672790281/bchile-web/persona/login/index.html/login" ,1
a698dac7be3d4e4cf8d4656fbe800300,project5-d6656.firebaseapp.com,firebaseapp.com, "https://project5-d6656.firebaseapp.com" ,1
e2852d4e3881933ced117c253207a46b,amzanao.co.ip.sarcooel.shop,sarcooel.shop, "https://amzanao.co.ip.sarcooel.shop/a3IwMDY1P3" ,1
016657e6a87865d4774f065fa14e9e0b,bnpparibas-info.web.app,web.app, "https://bnpparibas-info.web.app" ,1
129a3d93d19b4242250009fcce29d3d0,mail-106152.weeblysite.com,weeblysite.com, "https://mail-106152.weeblysite.com" ,1
